id,po_line_id,supplier_id,promised_date,confirmed_quantity,status,delay_reason,created_at,eta,eta_ts
OC200171,90121-2,3014,2026-08-16 00:00:00,756,confirmed,,2026-07-20T00:00:00+08:00,24/08/2026,
OC200172,90161-2,3040,2026-08-21 00:00:00,244,delayed,supplier capacity,2026-07-23T00:00:00+08:00,2026-08-21 00:00:00,
OC200173,90098-2,3018,02/09/2026,191,confirmed,,2026-07-20T00:00:00+08:00,Aug 30 2026,2026-08-30T08:00:00+08:00
OC200174,90166-2,3021,2026-07-28 00:00:00,227,delayed,raw material shortage,2026-07-13T00:00:00+08:00,,2026-07-30T17:00:00+08:00
OC200175,90084-2,3003,2026-07-28 00:00:00,507,confirmed,,2026-07-25T00:00:00+08:00,2026-08-29 00:00:00,
OC200176,90189-1,3028,2026-08-21 00:00:00,637,at_risk,logistics delay,2026-07-14T00:00:00+08:00,Jul 27 2026,2026-07-27T14:00:00+08:00
OC200177,90140-2,3027,Aug 24 2026,254,confirmed,,2026-07-22T00:00:00+08:00,Sep 4 2026,2026-09-04T08:00:00+08:00
OC200178,90118-1,3003,2026-08-21 00:00:00,105,confirmed,,2026-07-06T00:00:00+08:00,Aug 7 2026,2026-08-07T08:00:00+08:00
OC200179,90180-2,3056,2026-08-24 00:00:00,552,confirmed,,2026-06-27T00:00:00+08:00,2026-08-27 00:00:00,2026-08-27T14:00:00+08:00
OC200180,90131-2,3039,Jul 31 2026,687,confirmed,,2026-07-15T00:00:00+08:00,Jul 28 2026,2026-07-28T14:00:00+08:00
OC200181,90174-1,3069,Aug 26 2026,203,delayed,logistics delay,2026-07-08T00:00:00+08:00,Aug 17 2026,2026-08-17T14:00:00+08:00
OC200182,90128-1,3019,Sep 5 2026,773,confirmed,,2026-07-01T00:00:00+08:00,,2026-09-09T10:00:00+08:00
OC200183,90167-3,3013,Aug 4 2026,366,confirmed,,2026-07-22T00:00:00+08:00,2026-07-28 00:00:00,2026-07-28T08:00:00+08:00
OC200184,90086-1,3063,Aug 21 2026,110,confirmed,,2026-06-29T00:00:00+08:00,31/07/2026,2026-07-31T08:00:00+08:00
OC200185,90191-1,3029,01/09/2026,748,delayed,raw material shortage,2026-07-16T00:00:00+08:00,2026-08-30 00:00:00,2026-08-30T17:00:00+08:00
OC200186,90165-1,3011,24/08/2026,219,confirmed,,2026-06-28T00:00:00+08:00,2026-09-02 00:00:00,2026-09-02T08:00:00+08:00
OC200187,90148-2,3051,2026-07-22 00:00:00,108,confirmed,,2026-07-05T00:00:00+08:00,01/09/2026,2026-09-01T17:00:00+08:00
OC200188,90205-1,3021,2026-07-22 00:00:00,112,confirmed,,2026-07-14T00:00:00+08:00,24/08/2026,2026-08-24T14:00:00+08:00
OC200189,90123-2,3055,2026-08-16 00:00:00,287,at_risk,logistics delay,2026-07-02T00:00:00+08:00,2026-08-20 00:00:00,2026-08-20T14:00:00+08:00
OC200190,90188-3,3053,07/08/2026,730,confirmed,,2026-07-11T00:00:00+08:00,,2026-08-23T10:00:00+08:00
OC200191,90110-1,3072,Aug 20 2026,620,confirmed,,2026-07-24T00:00:00+08:00,2026-09-09 00:00:00,2026-09-09T17:00:00+08:00
OC200192,90185-1,3046,2026-09-04 00:00:00,343,confirmed,,2026-07-10T00:00:00+08:00,,2026-09-03T08:00:00+08:00
OC200193,90144-2,3034,2026-08-09 00:00:00,428,confirmed,,2026-07-18T00:00:00+08:00,06/08/2026,2026-08-06T10:00:00+08:00
OC200194,90181-2,3032,04/08/2026,207,confirmed,,2026-07-20T00:00:00+08:00,2026-08-13 00:00:00,2026-08-13T10:00:00+08:00
OC200195,90138-1,3040,2026-08-04 00:00:00,227,confirmed,,2026-07-23T00:00:00+08:00,07/08/2026,2026-08-07T08:00:00+08:00
OC200196,90160-1,3055,Sep 2 2026,648,confirmed,,2026-06-27T00:00:00+08:00,2026-09-03 00:00:00,
OC200197,90125-1,3032,27/08/2026,522,at_risk,raw material shortage,2026-07-02T00:00:00+08:00,,
OC200198,90200-1,3011,2026-08-27 00:00:00,75,delayed,logistics delay,2026-07-13T00:00:00+08:00,Sep 8 2026,
OC200199,90178-2,3049,2026-09-03 00:00:00,488,at_risk,raw material shortage,2026-06-30T00:00:00+08:00,Aug 16 2026,2026-08-16T08:00:00+08:00
OC200200,90102-3,3019,2026-08-28 00:00:00,353,confirmed,,2026-07-08T00:00:00+08:00,15/08/2026,2026-08-15T14:00:00+08:00
OC200201,90158-2,3062,30/08/2026,394,confirmed,,2026-07-02T00:00:00+08:00,2026-08-21 00:00:00,2026-08-21T14:00:00+08:00
OC200202,90147-1,3032,2026-08-02 00:00:00,609,delayed,raw material shortage,2026-07-18T00:00:00+08:00,2026-08-19 00:00:00,
OC200203,90104-1,3053,Aug 18 2026,220,confirmed,,2026-07-01T00:00:00+08:00,2026-08-26 00:00:00,2026-08-26T08:00:00+08:00
OC200204,90171-1,3050,31/08/2026,518,delayed,raw material shortage,2026-07-06T00:00:00+08:00,2026-07-30 00:00:00,2026-07-30T10:00:00+08:00
OC200205,90093-1,3016,2026-08-21 00:00:00,480,confirmed,,2026-07-20T00:00:00+08:00,07/08/2026,2026-08-07T14:00:00+08:00
OC200206,90137-1,3060,29/07/2026,715,confirmed,,2026-07-16T00:00:00+08:00,2026-08-17 00:00:00,
OC200207,90097-2,3046,Sep 3 2026,774,confirmed,,2026-07-11T00:00:00+08:00,,2026-08-11T14:00:00+08:00
OC200208,90170-1,3028,31/08/2026,451,confirmed,,2026-07-17T00:00:00+08:00,Aug 1 2026,
OC200209,90188-1,3053,2026-08-12 00:00:00,341,confirmed,,2026-07-07T00:00:00+08:00,01/08/2026,2026-08-01T17:00:00+08:00
OC200210,90173-3,3012,Aug 28 2026,443,delayed,raw material shortage,2026-07-02T00:00:00+08:00,2026-09-07 00:00:00,2026-09-07T10:00:00+08:00
OC200211,90122-3,3069,2026-09-04 00:00:00,235,confirmed,,2026-07-02T00:00:00+08:00,2026-09-07 00:00:00,2026-09-07T17:00:00+08:00
OC200212,90091-3,3006,Sep 9 2026,556,confirmed,,2026-07-21T00:00:00+08:00,,2026-07-23T10:00:00+08:00
OC200213,90167-1,3013,06/08/2026,473,delayed,raw material shortage,2026-07-17T00:00:00+08:00,2026-08-05 00:00:00,2026-08-05T14:00:00+08:00
OC200214,90124-3,3033,20/08/2026,581,confirmed,,2026-07-11T00:00:00+08:00,2026-08-21 00:00:00,2026-08-21T17:00:00+08:00
OC200215,90110-2,3072,31/08/2026,375,at_risk,raw material shortage,2026-07-12T00:00:00+08:00,2026-08-24 00:00:00,2026-08-24T14:00:00+08:00
OC200216,90119-2,3036,2026-08-10 00:00:00,20,confirmed,,2026-07-13T00:00:00+08:00,2026-07-31 00:00:00,2026-07-31T17:00:00+08:00
OC200217,90169-3,3024,Aug 22 2026,326,confirmed,,2026-06-27T00:00:00+08:00,04/09/2026,2026-09-04T08:00:00+08:00
OC200218,90122-2,3069,Aug 17 2026,424,confirmed,,2026-07-04T00:00:00+08:00,Aug 3 2026,
OC200219,90188-2,3053,2026-08-18 00:00:00,549,confirmed,,2026-07-21T00:00:00+08:00,27/07/2026,2026-07-27T14:00:00+08:00
OC200220,90157-1,3037,2026-08-02 00:00:00,316,confirmed,,2026-06-30T00:00:00+08:00,Jul 26 2026,2026-07-26T17:00:00+08:00
OC200221,90167-2,3013,2026-07-31 00:00:00,567,confirmed,,2026-06-27T00:00:00+08:00,2026-07-23 00:00:00,2026-07-23T10:00:00+08:00
OC200222,90162-2,3037,2026-08-05 00:00:00,174,delayed,supplier capacity,2026-06-27T00:00:00+08:00,22/07/2026,2026-07-22T17:00:00+08:00
OC200223,90135-2,3020,24/07/2026,102,delayed,supplier capacity,2026-07-23T00:00:00+08:00,2026-09-10 00:00:00,2026-09-10T17:00:00+08:00
OC200224,90096-1,3038,03/08/2026,410,at_risk,raw material shortage,2026-07-23T00:00:00+08:00,2026-08-02 00:00:00,2026-08-02T17:00:00+08:00
OC200225,90178-3,3049,2026-08-20 00:00:00,553,confirmed,,2026-07-18T00:00:00+08:00,,2026-08-03T14:00:00+08:00
OC200226,90087-3,3040,2026-08-31 00:00:00,782,confirmed,,2026-07-26T00:00:00+08:00,2026-08-01 00:00:00,2026-08-01T14:00:00+08:00
OC200227,90090-2,3000,2026-09-02 00:00:00,135,confirmed,,2026-07-04T00:00:00+08:00,25/07/2026,2026-07-25T14:00:00+08:00
OC200228,90149-1,3056,2026-09-10 00:00:00,29,confirmed,,2026-06-28T00:00:00+08:00,Aug 16 2026,2026-08-16T10:00:00+08:00
OC200229,90106-1,3019,Aug 1 2026,113,confirmed,,2026-07-18T00:00:00+08:00,2026-08-06 00:00:00,2026-08-06T10:00:00+08:00
OC200230,90140-3,3027,2026-08-22 00:00:00,344,at_risk,logistics delay,2026-07-14T00:00:00+08:00,30/07/2026,
OC200231,90150-1,3069,Sep 4 2026,386,confirmed,,2026-07-20T00:00:00+08:00,2026-07-23 00:00:00,2026-07-23T17:00:00+08:00
OC200232,90127-1,3069,Sep 4 2026,214,confirmed,,2026-07-15T00:00:00+08:00,25/08/2026,2026-08-25T17:00:00+08:00
OC200233,90144-1,3034,2026-07-26 00:00:00,480,at_risk,supplier capacity,2026-07-06T00:00:00+08:00,01/08/2026,2026-08-01T17:00:00+08:00
OC200234,90194-1,3023,30/08/2026,655,confirmed,,2026-07-04T00:00:00+08:00,2026-07-23 00:00:00,2026-07-23T17:00:00+08:00
OC200235,90207-2,3017,2026-09-09 00:00:00,647,at_risk,supplier capacity,2026-07-06T00:00:00+08:00,22/08/2026,2026-08-22T08:00:00+08:00
OC200236,90166-3,3021,2026-07-24 00:00:00,129,confirmed,,2026-07-12T00:00:00+08:00,2026-08-02 00:00:00,2026-08-02T17:00:00+08:00
OC200237,90177-2,3064,04/09/2026,70,delayed,supplier capacity,2026-07-08T00:00:00+08:00,2026-08-30 00:00:00,2026-08-30T10:00:00+08:00
OC200238,90172-3,3053,2026-08-31 00:00:00,389,delayed,logistics delay,2026-07-14T00:00:00+08:00,Aug 20 2026,
OC200239,90107-1,3018,2026-08-08 00:00:00,771,confirmed,,2026-06-29T00:00:00+08:00,2026-08-30 00:00:00,
OC200240,90166-1,3021,2026-09-06 00:00:00,564,confirmed,,2026-07-09T00:00:00+08:00,2026-07-28 00:00:00,2026-07-28T10:00:00+08:00
OC200241,90130-1,3017,28/07/2026,710,at_risk,raw material shortage,2026-07-11T00:00:00+08:00,Sep 7 2026,
OC200242,90196-1,3031,16/08/2026,693,confirmed,,2026-07-02T00:00:00+08:00,Aug 26 2026,
OC200243,90099-1,3055,11/08/2026,442,confirmed,,2026-07-21T00:00:00+08:00,26/08/2026,2026-08-26T10:00:00+08:00
OC200244,90121-1,3014,Aug 14 2026,478,at_risk,supplier capacity,2026-07-09T00:00:00+08:00,2026-08-07 00:00:00,
OC200245,90156-2,3047,30/07/2026,26,confirmed,,2026-07-06T00:00:00+08:00,,2026-08-24T14:00:00+08:00
OC200246,90169-1,3024,2026-08-23 00:00:00,116,confirmed,,2026-06-28T00:00:00+08:00,2026-08-26 00:00:00,2026-08-26T14:00:00+08:00
OC200247,90204-1,3062,07/08/2026,114,at_risk,logistics delay,2026-07-15T00:00:00+08:00,2026-08-05 00:00:00,
OC200248,90112-3,3033,2026-08-21 00:00:00,519,confirmed,,2026-07-23T00:00:00+08:00,,
OC200249,90102-2,3019,01/09/2026,58,confirmed,,2026-07-20T00:00:00+08:00,Aug 29 2026,2026-08-29T08:00:00+08:00
OC200250,90159-1,3059,Aug 18 2026,143,confirmed,,2026-07-24T00:00:00+08:00,2026-08-13 00:00:00,2026-08-13T17:00:00+08:00
OC200251,90155-3,3059,24/07/2026,572,confirmed,,2026-07-15T00:00:00+08:00,2026-08-24 00:00:00,2026-08-24T17:00:00+08:00
OC200252,90101-1,3063,2026-07-27 00:00:00,462,at_risk,supplier capacity,2026-07-06T00:00:00+08:00,2026-08-23 00:00:00,2026-08-23T08:00:00+08:00
OC200253,90173-2,3012,Aug 26 2026,288,at_risk,supplier capacity,2026-06-29T00:00:00+08:00,Jul 25 2026,
OC200254,90085-1,3059,2026-08-26 00:00:00,519,confirmed,,2026-07-09T00:00:00+08:00,2026-08-21 00:00:00,2026-08-21T10:00:00+08:00
OC200255,90080-1,3017,Sep 9 2026,351,confirmed,,2026-07-18T00:00:00+08:00,,2026-08-08T17:00:00+08:00
OC200256,90154-2,3018,03/08/2026,372,confirmed,,2026-07-16T00:00:00+08:00,13/08/2026,2026-08-13T14:00:00+08:00
OC200257,90143-2,3032,2026-08-19 00:00:00,259,delayed,supplier capacity,2026-07-03T00:00:00+08:00,2026-07-31 00:00:00,
OC200258,90190-3,3068,2026-09-07 00:00:00,268,confirmed,,2026-07-16T00:00:00+08:00,,
OC200259,90198-3,3018,2026-08-12 00:00:00,332,confirmed,,2026-07-11T00:00:00+08:00,22/07/2026,2026-07-22T10:00:00+08:00
OC200260,90140-1,3027,Aug 7 2026,657,at_risk,supplier capacity,2026-07-20T00:00:00+08:00,,2026-09-08T08:00:00+08:00
OC200261,90091-2,3006,24/07/2026,194,at_risk,supplier capacity,2026-06-28T00:00:00+08:00,24/08/2026,2026-08-24T08:00:00+08:00
OC200262,90116-3,3027,02/09/2026,130,delayed,supplier capacity,2026-06-27T00:00:00+08:00,Aug 8 2026,2026-08-08T17:00:00+08:00
OC200263,90208-2,3018,2026-08-22 00:00:00,210,confirmed,,2026-07-03T00:00:00+08:00,Aug 11 2026,2026-08-11T08:00:00+08:00
OC200264,90091-1,3006,10/08/2026,521,confirmed,,2026-07-09T00:00:00+08:00,2026-08-24 00:00:00,2026-08-24T14:00:00+08:00
OC200265,90139-1,3046,23/08/2026,83,confirmed,,2026-07-17T00:00:00+08:00,Aug 6 2026,
OC200266,90128-2,3019,2026-08-08 00:00:00,175,confirmed,,2026-07-07T00:00:00+08:00,,2026-08-26T08:00:00+08:00
OC200267,90209-1,3013,2026-08-30 00:00:00,447,delayed,supplier capacity,2026-07-04T00:00:00+08:00,Sep 3 2026,
OC200268,90133-1,3018,2026-08-25 00:00:00,231,at_risk,raw material shortage,2026-07-17T00:00:00+08:00,2026-08-19 00:00:00,
OC200269,90087-1,3040,2026-09-09 00:00:00,691,at_risk,logistics delay,2026-07-26T00:00:00+08:00,2026-08-18 00:00:00,2026-08-18T08:00:00+08:00
OC200270,90182-3,3030,2026-09-06 00:00:00,346,confirmed,,2026-07-25T00:00:00+08:00,,
OC200271,90199-1,3018,07/09/2026,175,delayed,supplier capacity,2026-07-21T00:00:00+08:00,2026-08-31 00:00:00,2026-08-31T14:00:00+08:00
OC200272,90195-1,3013,2026-08-29 00:00:00,256,at_risk,supplier capacity,2026-07-18T00:00:00+08:00,2026-08-05 00:00:00,2026-08-05T17:00:00+08:00
OC200273,90194-3,3023,05/09/2026,208,at_risk,supplier capacity,2026-07-24T00:00:00+08:00,Aug 21 2026,2026-08-21T10:00:00+08:00
OC200274,90108-3,3027,2026-09-08 00:00:00,296,confirmed,,2026-07-10T00:00:00+08:00,2026-08-17 00:00:00,
OC200275,90193-1,3069,Aug 30 2026,724,confirmed,,2026-07-07T00:00:00+08:00,,
OC200276,90127-2,3069,Sep 7 2026,757,delayed,logistics delay,2026-07-07T00:00:00+08:00,2026-08-29 00:00:00,2026-08-29T17:00:00+08:00
OC200277,90175-2,3056,Aug 24 2026,772,confirmed,,2026-06-28T00:00:00+08:00,2026-08-06 00:00:00,2026-08-06T17:00:00+08:00
OC200278,90163-1,3034,Aug 9 2026,190,confirmed,,2026-07-10T00:00:00+08:00,2026-09-09 00:00:00,2026-09-09T10:00:00+08:00
OC200279,90190-1,3068,2026-08-23 00:00:00,204,delayed,logistics delay,2026-07-21T00:00:00+08:00,2026-09-06 00:00:00,2026-09-06T14:00:00+08:00
OC200280,90201-2,3019,2026-08-20 00:00:00,485,confirmed,,2026-06-29T00:00:00+08:00,2026-08-02 00:00:00,
OC200281,90115-1,3035,Sep 5 2026,669,confirmed,,2026-07-08T00:00:00+08:00,Jul 29 2026,
OC200282,90093-2,3016,Aug 26 2026,64,at_risk,logistics delay,2026-07-21T00:00:00+08:00,15/08/2026,2026-08-15T10:00:00+08:00
OC200283,90105-1,3039,2026-09-09 00:00:00,449,confirmed,,2026-07-06T00:00:00+08:00,Aug 2 2026,2026-08-02T10:00:00+08:00
OC200284,90190-2,3068,22/07/2026,32,confirmed,,2026-07-11T00:00:00+08:00,Aug 3 2026,2026-08-03T08:00:00+08:00
OC200285,90102-1,3019,Aug 28 2026,484,delayed,logistics delay,2026-07-10T00:00:00+08:00,2026-08-04 00:00:00,2026-08-04T14:00:00+08:00
OC200286,90202-2,3052,2026-08-02 00:00:00,76,at_risk,logistics delay,2026-07-17T00:00:00+08:00,2026-07-25 00:00:00,
OC200287,90171-3,3050,2026-08-12 00:00:00,70,at_risk,supplier capacity,2026-06-30T00:00:00+08:00,2026-08-10 00:00:00,2026-08-10T14:00:00+08:00
OC200288,90081-2,3053,2026-08-26 00:00:00,486,at_risk,supplier capacity,2026-07-20T00:00:00+08:00,2026-09-10 00:00:00,2026-09-10T14:00:00+08:00
OC200289,90125-3,3032,Jul 26 2026,583,confirmed,,2026-06-29T00:00:00+08:00,2026-08-15 00:00:00,2026-08-15T14:00:00+08:00
OC200290,90138-2,3040,2026-08-04 00:00:00,646,at_risk,raw material shortage,2026-06-28T00:00:00+08:00,2026-08-24 00:00:00,2026-08-24T14:00:00+08:00
OC200291,90097-1,3046,24/08/2026,152,at_risk,raw material shortage,2026-07-16T00:00:00+08:00,Aug 7 2026,2026-08-07T10:00:00+08:00
OC200292,90095-1,3043,2026-08-09 00:00:00,21,at_risk,logistics delay,2026-06-30T00:00:00+08:00,2026-09-05 00:00:00,
OC200293,90103-1,3068,24/07/2026,378,at_risk,raw material shortage,2026-07-14T00:00:00+08:00,2026-08-17 00:00:00,2026-08-17T10:00:00+08:00
OC200294,90100-1,3030,2026-09-10 00:00:00,335,confirmed,,2026-07-06T00:00:00+08:00,07/08/2026,
OC200295,90129-1,3048,2026-08-16 00:00:00,199,confirmed,,2026-07-03T00:00:00+08:00,12/08/2026,
OC200296,90164-1,3024,Jul 30 2026,179,delayed,logistics delay,2026-07-17T00:00:00+08:00,01/09/2026,2026-09-01T17:00:00+08:00
OC200297,90126-1,3033,10/08/2026,588,confirmed,,2026-07-14T00:00:00+08:00,24/08/2026,
OC200298,90195-2,3013,31/07/2026,51,confirmed,,2026-07-07T00:00:00+08:00,,2026-07-26T10:00:00+08:00
OC200299,90192-1,3015,2026-08-29 00:00:00,789,at_risk,raw material shortage,2026-07-06T00:00:00+08:00,02/08/2026,
OC200300,90132-3,3019,06/08/2026,482,delayed,logistics delay,2026-07-23T00:00:00+08:00,,2026-08-22T14:00:00+08:00
OC200301,90085-2,3059,2026-09-10 00:00:00,226,confirmed,,2026-07-26T00:00:00+08:00,2026-08-14 00:00:00,
OC200302,90084-1,3003,Aug 12 2026,770,at_risk,logistics delay,2026-07-24T00:00:00+08:00,03/08/2026,2026-08-03T08:00:00+08:00
OC200303,90145-2,3004,2026-08-04 00:00:00,490,at_risk,supplier capacity,2026-07-09T00:00:00+08:00,2026-07-30 00:00:00,2026-07-30T08:00:00+08:00
OC200304,90099-2,3055,2026-08-20 00:00:00,125,at_risk,logistics delay,2026-07-13T00:00:00+08:00,12/08/2026,2026-08-12T14:00:00+08:00
OC200305,90111-1,3053,2026-08-03 00:00:00,313,confirmed,,2026-07-05T00:00:00+08:00,Aug 11 2026,2026-08-11T14:00:00+08:00
OC200306,90198-1,3018,2026-07-29 00:00:00,657,confirmed,,2026-07-14T00:00:00+08:00,2026-08-08 00:00:00,2026-08-08T14:00:00+08:00
OC200307,90160-2,3055,2026-08-09 00:00:00,195,confirmed,,2026-06-29T00:00:00+08:00,05/09/2026,2026-09-05T08:00:00+08:00
OC200308,90131-1,3039,2026-09-03 00:00:00,128,confirmed,,2026-07-09T00:00:00+08:00,Aug 21 2026,2026-08-21T17:00:00+08:00
OC200309,90090-1,3000,2026-08-12 00:00:00,750,confirmed,,2026-07-21T00:00:00+08:00,2026-08-10 00:00:00,
OC200310,90186-1,3062,Jul 27 2026,119,delayed,supplier capacity,2026-07-11T00:00:00+08:00,Jul 30 2026,2026-07-30T10:00:00+08:00
OC200311,90134-3,3039,2026-08-16 00:00:00,736,at_risk,raw material shortage,2026-07-26T00:00:00+08:00,14/08/2026,2026-08-14T08:00:00+08:00
OC200312,90141-3,3006,Aug 21 2026,194,delayed,logistics delay,2026-07-06T00:00:00+08:00,2026-08-13 00:00:00,2026-08-13T17:00:00+08:00
OC200313,90162-3,3037,2026-08-26 00:00:00,329,confirmed,,2026-07-14T00:00:00+08:00,Aug 11 2026,2026-08-11T10:00:00+08:00
OC200314,90172-2,3053,2026-08-15 00:00:00,368,confirmed,,2026-07-03T00:00:00+08:00,Aug 21 2026,
OC200315,90087-2,3040,2026-09-04 00:00:00,197,at_risk,raw material shortage,2026-07-18T00:00:00+08:00,Aug 25 2026,2026-08-25T17:00:00+08:00
